ph,Turbidity,Potability
7.183825723393187,4.597165511526862,0
10.111976704648654,3.425763242173682,0
7.397413298543417,3.149157510432673,0
7.812804388310308,6.204846358828904,0
6.877456932576713,3.8276500717354445,0
,4.664350321001553,0
,4.197595209206819,0
7.521051678672175,2.8807853472938367,0
8.550875469289338,3.7728866074587684,0
10.308477656813704,3.285077052469842,0
,5.052736766116998,0
7.371085073209565,4.4125895367028125,0
11.180694664461903,3.8098416540991424,0
6.506487766502467,3.5487755887477364,0
6.643935774662305,3.8129529259917896,0
5.033773989751668,3.2449484773190633,0
6.91260756198984,2.6122489531921698,0
7.977635990880497,3.552129499701653,0
6.078335836509272,4.20158090550856,0
6.242414484103846,4.5087050978944845,0
6.063354789891076,3.4673369148168574,0
8.129585513966727,3.3625371351987914,0
9.562405943789521,3.7627198370300334,0
8.167792632308252,4.289395484098247,0
8.594416135206476,3.568991707976406,0
,3.6797950347550294,0
6.825467900630395,3.027449578045163,0
7.861177700998561,4.157656628375073,0
4.965773559644967,3.4217668494012576,0
6.207432967614718,3.549298841293145,0
,4.417559791016322,0
9.76925100608684,4.636556195256859,0
9.630665479903348,4.920091157959163,0
5.187471605436375,3.2032578962619933,0
7.633570087677555,2.9270667668863757,0
5.771199049813688,4.688959065495114,0
6.579969329401555,4.575931871590866,0
4.80115436807586,4.418638131667752,0
7.948815718151566,3.6922508612698155,0
6.906992171811655,2.1247593522163015,0
,4.444350199227698,0
,3.4631725477162503,0
8.46133087400179,3.771944146409479,0
7.726134807902507,3.7206369044524195,0
,3.777737413505429,0
8.927078148301744,4.60186095914794,0
6.208015539719022,4.334615732320451,0
6.128425635295917,4.633823861920798,0
,2.6789107131905774,0
7.308048848275572,3.696119711501417,0
,4.3532385889712195,0
8.640886408909486,5.2631015720413785,0
,4.1025294815021445,0
8.153210075272153,2.905788134056523,0
8.293720110388866,3.9547152826707674,0
,3.3108585080012682,0
,3.7066017915406855,0
9.489972878325855,4.219967522355668,0
7.83097634338162,4.588784656948855,0
4.430281211546542,4.384565155637755,0
7.240739638887768,3.556297467154506,0
,3.6655217644695224,0
6.867301321799131,3.8235950398688825,0
6.129637014813746,4.615886181275908,0
7.917049443177883,3.6594846248885915,0
6.511618075241813,4.850433707754168,0
5.32381558430839,2.8807218458729342,0
6.769572868656792,5.220540269610252,0
5.877974040440475,4.0322595038243865,0
9.534021716164197,2.7682389284849696,0
6.340027628047595,3.6860013242472824,0
8.661592429959121,3.6704310100631887,0
5.653506134793232,5.198985503613217,0
6.6260121840753055,4.194313129305396,0
7.793833572993554,4.172935335264329,0
7.593127650277594,3.3773376381201414,0
7.362736501949787,4.408513182397498,0
9.32030544529501,4.20580973235456,0
3.7197916443719246,2.7183977338802885,0
6.655605025818962,2.9516447152886705,0
9.868877880662472,3.355489790912581,0
5.590614435866259,4.726845016869534,0
5.554436511156818,2.0959140868029458,0
4.126528715100222,4.4602009837552865,0
5.970035656942926,5.428674071623728,0
,4.600927568902867,0
8.369154353699956,3.629749330548915,0
6.284248242254425,3.377132288772658,0
11.26782838471403,4.153347001241887,0
9.298018008096014,3.6813242439844016,0
7.895469245942458,4.236947299515631,0
7.947485785725746,3.7008538397050548,0
10.026159156427404,4.182277581713326,0
6.48819323961521,4.592073570820997,0
5.869736755337525,4.689315047790611,0
,3.6599748117899558,0
5.304142660215901,4.165723663998691,0
7.533614822992929,3.462763987423452,0
4.07760772456597,2.758658531189276,0
,3.873853349593973,0
7.0861684008433095,3.4165397533412,0
6.271012171064563,5.303581360575867,0
7.95776834399615,3.4507458924446017,0
8.875642278454443,4.006991558563305,0
,4.358298340908286,0
6.613709117641848,3.5397711113739914,0
7.735705021751655,2.1486115361452747,0
9.925041328429108,4.703803488576944,0
9.002583109651113,4.904837414733298,0
5.095766464935885,4.352193469514868,0
8.594677108362674,4.754072499317674,0
7.083779060507377,3.887680684530791,0
7.682872498072526,3.778606787628922,0
,3.313199021657446,0
6.419772473512519,3.095233156816077,0
4.443238899143103,3.268324835835596,0
6.978664262373817,4.766943236072579,0
6.623613565745125,2.9151659507443948,0
3.664710561719395,3.3161576568421625,0
4.814135620889671,5.190851804612128,0
5.779673705175217,4.656377232957477,0
6.93781878337901,3.7240895643464973,0
7.4367826093455385,3.7276637192074706,0
4.723312573250525,3.917586695104175,0
9.380658050788323,4.034349047158281,0
7.8101449331968364,4.033773709343139,0
9.436637164251444,4.411117439774963,0
9.406325752898285,3.097277957477165,0
6.32125931522299,4.5014572038139855,0
,3.605154198874472,0
4.7053564957747,3.437450134017187,0
8.896418988301798,3.7009457327147453,0
6.581878201548969,4.201662864465836,0
6.755145901551625,5.162729749397485,0
9.445129837868656,3.8751652466165467,1
9.024845037417503,3.9852505057435756,1
,2.7473129992921272,1
6.800119090315878,3.854939899721073,1
7.174135162807995,3.939895656598684,1
7.657991236998258,2.437296287559579,1
8.322986672402298,4.052135727552661,1
5.934279093094346,5.217895023653352,1
9.80272078232571,2.764633881427262,1
6.101955230748901,3.5355963295430235,1
4.997770601283687,3.4046329060198497,1
4.815766790717072,4.37522381127182,1
6.5480205581308315,3.6118603716661046,1
13.175401724233025,4.1069244900386614,1
6.618010905584669,4.437695749140042,1
7.788054732605206,3.3687572170739832,1
5.1918343271406275,3.859800939300224,1
5.626339528125955,1.94331877663582,1
6.869638941459091,4.72670245351097,1
9.058628424072683,3.652134470079709,1
7.29188832527326,5.328712788466374,1
7.275908773683996,5.062297798479729,1
6.512737123980129,4.612963629350583,1
7.207886781343905,3.762741072399466,1
,3.772919264661592,1
5.324941855611651,4.427137925692965,1
7.082300649174803,3.485577388223123,1
5.334183579602803,5.091357101284415,1
10.761897799889315,4.661798516052168,1
6.286806948436977,4.1048632751894125,1
9.79455869937693,2.9454187377034105,1
8.210443565143713,4.976055159693945,1
6.9417194379777,4.563183171238155,1
10.356118827208377,4.201849441297085,1
7.9589842918841835,4.698007916123446,1
3.882631081313793,3.734001386870361,1
5.671773833095615,3.8331597457829316,1
10.003300539211928,4.7463818590766484,1
6.552847474374976,4.687986155246704,1
7.628552723143854,4.182057147919716,1
4.790840540243071,3.2588589450315277,1
7.710959938844849,4.288946820394494,1
8.291299005968142,3.4247019206523897,1
6.193170101205059,3.4666452881126055,1
9.032660579144682,4.927218272272612,1
6.139493740895693,3.260906852708671,1
7.129424730462989,3.418610802866979,1
,4.109590274369244,1
5.418503763025523,4.506539591260472,1
8.075494507899103,3.682919645453329,1
,4.08170139800861,1
10.04967371845643,5.133477823277881,1
5.667650646643197,3.633213756490487,1
,3.8079200615963944,1
8.92398060773871,4.155583189522957,1
6.428866313188399,4.184783371809045,1
6.960603501688507,4.978820187753845,1
5.873675845828995,5.412090884919163,1
6.795469009842269,5.163088153779066,1
10.041027974912506,3.8075626058306695,1
,4.12478067750866,1
7.296037733901175,4.168526117629012,1
,3.4975773906550995,1
5.862641232845869,5.507420939572829,1
7.29214180515922,4.466912564165001,1
8.062805643024472,4.471842000471335,1
7.821970940156012,3.532958335149624,1
11.301793996392291,3.309580397460676,1
6.593764313289441,2.346578095251962,1
9.161088612884837,4.888061137333914,1
,5.922581691937248,1
4.642953052237968,3.982867293106576,1
7.7984536762012135,4.107267203260775,1
5.564342490630351,2.2859878491983503,1
7.88659122732868,4.589983507854727,1
7.443189014292676,2.6648327961143745,1
3.657123132566738,3.3146297303616934,1
9.597191856878178,5.145152870605282,1
6.9642259425787305,3.9904375721644056,1
7.672909522943807,4.268227481536438,1
6.7370040722130575,4.063170288841773,1
,4.1357453288543224,1
5.382489039471649,4.173330283253801,1
7.022952113429302,4.971907098518464,1
,2.9691360985959387,1
10.026223807942117,3.736228470573536,1
5.583832998476663,3.870156920624293,1
7.952929115572246,5.260014766135651,1
5.500186640904189,4.178478951476263,1
7.54370046605691,3.6305365783974635,1
6.848331559049443,4.396604556065476,1
,3.7795544920225694,1
5.9102517293372046,3.660922907594773,1
8.716820333772386,3.2051287672092674,1
6.016889135653399,4.422269232921709,1
9.567822726280445,4.197919054995084,1
4.296247023728075,4.16332898150423,1
3.551579176967154,3.965993969608624,1
8.52966934763357,3.7760408374335346,1
8.065339036104211,3.75639170748219,1
9.158445163262003,4.525236730798256,1
8.848586282929045,4.014681857976119,1
9.495456381941786,4.168541279325788,1
8.052893916459475,3.6348445415750232,1
2.798549098862777,3.6632522218404526,1
6.425873866275697,3.7319365027538725,1
7.757269665668284,4.165432285611471,1
7.748654706492547,2.51181049287789,1
5.117390302624234,3.9371884418353353,1
7.481535362094441,4.262065436945668,1
5.374222584708865,3.6427784384129187,1
7.063646975622253,3.3958662401655895,1
6.87645104288265,4.54534092739007,1
4.812433652167467,3.0209959003414806,1
4.99353073414005,3.153809336970371,1
4.78886106249815,2.8968521864425583,1
4.037287739350788,3.045048569942414,1
6.505872509363588,4.497528596739858,1
6.77977396685122,2.7291045234305282,1
6.952511673596021,4.1054954853125665,1
5.628406919430697,5.050683115260018,1
5.966000488790355,4.177139265761123,1
6.3194315449597305,2.6531266883388063,1
8.027247869950068,3.480640836854313,1
8.882684452292407,3.8279208670614113,1
5.991283475366895,4.840562301475423,1
10.272444272154384,3.179884727399671,1
,4.72812398548281,1
6.1051401350435555,3.1030898440692822,1
9.443358884146125,3.4866464085132063,1
6.887414371129534,4.564188355184362,1
6.512900833266178,4.404040364778451,1
5.772718094851822,6.494249467472996,1
4.912557262009445,4.897372508450066,1
9.73956194896991,2.568079876725237,1
5.5419790193089264,3.6729759831771327,1
,3.6017354805033044,1
,3.4517400465867496,1
6.448931033409073,3.6221955223639024,1
5.477912294546052,3.774256121104987,1
8.544708661673045,2.3181524802481963,1
7.37859701625866,3.215219463201259,1
6.664003050003359,2.227727884059556,1
6.775582812405084,4.333636278302867,1
8.736371210915214,3.802116117316719,1
7.146976296126542,4.025762215893221,1
,5.6522221130790165,1
5.040331692395899,3.6033256152073516,1
,4.003819011511167,1
7.745499128179053,4.0433347814756075,1
6.259651602740059,4.213405262223435,1
8.596391179552715,3.519884366217547,1
5.767349596865663,3.896090487367949,1
7.0889406421502255,5.661104287047449,1
8.029181612754343,4.388551011831945,1
,4.120931424045978,1
4.72578556493077,3.1563314195864676,1
8.195765359895596,3.218709224251616,1
6.4437536684450585,4.4986849314286115,1
7.039094321089831,4.366031350632882,1
,4.407566169075395,0
,5.110414148991792,0
6.945224092344811,4.823082013933822,0
5.742110407437118,3.323069563743198,0
5.596627849736466,5.2351111206857155,0
7.350378986684694,3.6639221839230145,0
6.262798867453871,4.0125175583490025,0
9.927023723224528,4.051733473083127,0
5.381407519092974,4.364066934823452,0
4.961352728384606,3.902837833888625,0
6.4570975247378914,2.6373648851846876,0
6.53936951037342,4.527364378116469,0
6.252410004649734,2.7229081605380516,0
7.9673448231111115,4.069358772118035,0
,4.825792283459244,0
7.60952119012474,3.145842902755236,0
6.887863943894864,5.454487652366452,0
9.879071257570804,4.218831154474738,0
7.638761770450097,4.496626599284417,0
6.961891686003921,3.4467284598639263,0
8.060609623630814,3.6009056695460324,0
7.240271791102996,3.832597166985505,0
7.486779708528253,5.048833995025392,0
8.410460642866257,2.977359946090722,0
6.143921454143699,3.4762133035925036,0
6.096179889884819,5.142471131650314,0
6.3848240094579065,4.1449985178161475,0
9.46266601699853,2.850183765643185,0
7.868147086463669,4.315898406460025,0
5.873157137066786,5.120887964619865,0
,5.14411422012617,0
6.529304448100373,3.361088406841675,0
5.152203721876962,4.689842817950895,0
7.858662778844826,3.42247052094365,0
7.704410252313842,3.0313643685904275,0
6.728004385653386,4.410697353226663,0
10.464502477260321,4.956358408285043,0
9.112786250314787,4.567087633865015,0
8.07980835815327,3.6110574411161216,0
7.078659419377965,3.6966401407241243,0
,4.093097748782288,0
8.043889299098865,3.1599493699500583,0
7.040244978430556,3.9934097636858277,0
5.483974108801343,4.063613621049694,0
8.534406879569957,2.5447337011519235,0
7.26659453474728,3.357439470656984,0
6.256651147926919,4.181050752789532,0
7.240351005742477,3.782971899999771,0
8.692115322047213,2.283475159435164,0
8.639540977998708,4.192932215458884,0
7.179864148534108,3.8784473137633277,0
7.163999222574383,3.3543222667273684,0
8.926113143092786,2.752134121425607,0
6.35311030182946,2.856175486931272,0
6.681553567542745,2.9567480753018724,0
5.44532598066911,3.946989523134861,0
7.539881892843843,4.531593669500014,0
,4.482459763675931,0
4.370476580258797,4.64938203413864,0
10.316400384553162,3.4073494284238364,0
6.599593818953803,4.702310752770497,0
4.197583589415031,5.206480177207682,0
7.920794564373236,3.3743265226271983,0
6.330732765446402,3.9400004233930668,0
,5.128346524187511,0
7.76414261000218,4.105178268056135,0
8.237142633897012,4.93910944137509,0
5.6792341150880805,2.3395727358561844,0
7.417570368300503,4.671557881112399,0
4.775983438506525,4.382161618971923,0
7.865094970430806,4.795025554920153,0
5.903465715091598,4.5870867193147005,0
7.705711006313976,3.8619560774085047,0
7.815121777828159,3.096163272201657,0
6.139743031734375,3.841221573687875,0
5.041405027891031,4.543685761333924,0
8.675192691679182,4.978575359632432,0
7.6893580036123765,4.978556094767624,0
8.57012912066282,4.60440456098565,0
5.6717623259348064,3.2686935067638117,0
6.624806427804383,2.8409107556338893,0
6.541007699013848,2.355934229271096,0
,6.739,0
9.241197563363231,5.265728857736182,0
,4.514981623747227,0
6.340809022225877,5.4586096902322225,0
5.980357226763917,4.24724014869094,0
7.605978830252509,3.242849929074104,0
6.427512442841498,6.032994877321904,0
,3.888235227107233,0
6.109073311509666,4.881101138250652,0
5.842933080915621,4.143224936339837,0
5.367546490440581,4.267189590792987,0
5.345887146753815,2.9503609427959407,0
5.386307352101625,3.6625634650940584,0
9.919478425557038,4.117488039506429,0
,4.328026356733113,0
7.121458434633312,3.7746005260862687,0
9.418296121790158,4.604633153598903,0
7.4571647584143115,4.106543051529011,0
5.272227560197716,5.068556188550558,0
7.291957039597602,4.237643894270578,0
7.803833220697706,2.9073872665012983,0
6.844350911056747,2.8770628132019116,0
5.608745231813571,4.644211644910143,0
5.7011546449116155,3.403136416178923,0
5.412762497595831,4.091205592856339,0
,3.9121483506760724,0
5.018132384268232,4.286478967398262,0
4.552238410542729,3.932804333605565,0
,4.613578721749679,0
7.025305941689352,5.989542790855565,0
5.770620969105658,4.240821477653531,0
8.437875983021623,3.815468994490743,0
5.90707826866672,4.2964799087266785,0
6.8983413301771686,5.371284155719341,0
10.252734368477768,3.2903724922745674,0
8.206499937809191,4.225120930188118,0
7.286167388039818,4.686019915871022,0
8.809296431775966,3.879053740492374,0
6.641500687280974,4.694311215541648,0
6.145148360574157,4.6008857549446915,0
5.906441764582054,4.807495941814587,0
5.389845930491161,3.5776749209970067,0
5.006562979263787,3.6652056124986725,0
6.503638200451563,4.963184434039489,0
9.606858896121903,4.405351951779622,0
8.742229881827978,2.8423931855932016,0
8.394397411757225,2.8339014301371472,0
,3.2577441805128595,0
3.841205038045167,3.6356345427002115,0
4.301373467127349,3.0676266990890175,0
9.895889212950532,3.8134286591434106,0
4.3194406725876835,3.2419721011866467,0
8.313773604321764,4.290071516364875,0
,2.3800842267127287,0
3.41035967073924,3.721765768518896,0
7.510943342127445,3.3424090536108353,0
6.978290867613598,4.931878078886141,0
,4.380978304316724,0
7.4607272201980726,3.949014617743278,0
,4.543581169567961,0
7.220165553446549,4.398685036000153,0
8.790851188948057,3.4802717553207825,0
,4.1486113170854715,0
,5.776611019642239,0
9.049166054297842,2.8140006830459026,0
9.515140615244428,3.8128876614746607,0
6.145242939675406,4.090939919526503,0
7.494212046966072,5.492704955036247,0
7.091885816966667,5.116406584527922,0
6.624572527652799,4.333720849150268,0
6.032188902899926,3.4238316212571975,0
6.344095425001865,3.8434840157795422,0
,4.103438960001448,0
7.459144859485703,3.841052037778387,0
6.361666802587903,3.6817651139312577,0
9.011588753600263,2.897292531479614,0
7.466213132452259,2.0818456568399575,0
5.7398163326022,2.7225712077897968,0
7.785106673059819,4.904613043963691,0
7.138586781331626,3.272429761063929,0
8.805177745264922,5.17620506921009,0
8.003031485090926,3.1375512055381387,0
7.157337864026239,5.183622114589742,0
6.42736514447551,3.568823153057529,0
6.124672270969831,3.6310067093818326,0
8.45790103691031,4.9142760948250785,0
5.772197393568782,3.0789858386712936,0
,4.589161805096586,0
6.760790523068997,4.905490433324554,0
7.895045662146321,3.084431232538585,0
8.57673992840484,3.9161147325276127,0
5.596729817575806,3.8261581905147173,0
8.145632374254966,4.3075475185529974,0
6.665495068276907,3.9284953923845762,0
6.499067997822331,4.355880124898533,0
9.735889387811044,5.573210318927751,0
9.268281894641783,5.255703381928599,0
,3.9991254999566994,0
10.059642098512771,3.81878876006795,0
6.475885398609551,4.30611297137217,0
6.096128347500615,2.9564474781653636,0
6.297845634002767,1.6805540245774622,0
5.284096687429166,4.800963142409066,0
8.269944709732332,3.076479932155731,0
6.0395677903077996,4.206835504487218,0
6.243279004222159,3.472839212514484,0
8.214099764451955,3.3818639095118863,0
,3.9167455268933384,0
,4.284878629001862,0
,3.5695702663176174,0
9.836030547126414,4.219118007986666,0
8.719764331543185,2.887725422454221,0
7.009601694292698,3.121944851326298,0
6.492638846153852,4.667770161467155,0
7.8145243207535575,2.901699555775163,0
9.652562935021928,3.192569798875329,0
8.007541219554257,5.250173060134276,0
,3.716659340751803,0
,3.8451271657169954,0
7.386837696427604,4.816705216346371,0
5.497580321451809,5.060114928661615,0
6.057828113719532,3.2922492668733674,0
,4.235174415004401,0
6.268953336634952,4.6744959728986775,0
,4.969149725035601,0
6.284984822452388,5.70328774274241,0
9.043095631701522,4.008499340500041,0
8.523062078756436,5.112376365006609,0
,4.183319910746318,0
,2.913048442998909,0
4.029052709937867,4.179656266918069,0
6.412707041754053,5.014144884495,0
6.276294989981585,4.342759276850004,0
7.648877927703538,4.953533862998418,0
5.548181849115771,3.9454604837243155,0
,2.604959924643713,0
7.4686170188765795,3.384178840922889,0
,3.7647035935008923,0
7.9181504708531385,4.028958007331559,0
,4.26677539510979,0
,4.161749271319296,0
5.433242116512631,3.675717672978606,0
8.339511610034751,4.827704246705364,0
6.715719087979793,2.443008005777361,0
6.0980120899463275,4.590616740729233,0
6.576845323081143,3.7713135180813815,0
4.681098760235678,4.125750332990424,0
8.151215310423664,3.523980505672175,0
,2.364558911796688,0
,5.666547310958305,0
5.669689566349437,3.5921334240895173,0
6.624943599869574,3.5466963721784297,0
8.273643584335904,3.331583734603577,0
,4.306218230824751,0
,3.2820613930954394,0
10.509668629307154,3.505078834160683,0
5.1714340940560835,2.949431503010539,0
6.964198299767605,2.3956831824148326,0
6.548796520596996,4.197305124934162,0
6.555439264384325,3.7920401696633417,0
9.04258286604996,4.348440139653611,0
5.970578907790694,5.013281168465715,0
6.273805781551276,4.5104053244440205,0
6.604007988638578,4.458966913210226,0
7.143941990149046,3.7928403073905503,0
8.11644657034648,2.9346974369973076,0
7.665187780430904,2.7071291616855064,0
5.555352972792188,4.5361459144294,0
7.543931304508226,3.7031913057653894,1
,3.5613978299719125,1
7.3401708843321565,3.919139532735149,1
10.015189062467666,3.846547549446087,1
,2.72365054009649,1
7.846463340823771,3.885623898479858,1
,2.0007570315103713,1
6.334162775563274,4.038829793491571,1
9.616095703448057,2.946643668370939,1
,2.4752844638171903,1
8.892998479215112,3.619132804902203,1
,3.957011709406519,1
8.141429899766313,4.350921900795209,1
8.165714932759002,3.9201164799638484,1
4.931958445234491,5.045982883287057,1
8.977821883109304,3.1999996142418063,1
7.372611795824961,3.1825211188828444,1
9.107330383461761,4.49213994862107,1
4.168248461367502,2.804525051409483,1
7.806909023349841,5.127910987699841,1
6.7046354257784735,3.4221786198283937,1
3.6231658482586555,5.370205548696381,1
7.966856823982582,5.115430914016896,1
4.5956077558097705,3.9789198069466725,1
,4.058942266477222,1
3.994497605953491,3.3791473508468757,1
8.907987117561257,4.6412585321295445,1
5.898726324805972,4.899815187496653,1
9.51462662210288,2.645036370222636,1
8.842463655897197,4.576728706441388,1
7.721078493617457,3.223951089800068,1
9.089421098422099,4.43011601625449,1
1.7570371154907827,2.9675541301719313,1
7.725192099493611,4.1633255369929305,1
6.729191489422883,5.112254250604552,1
5.085429352833509,3.961730669540862,1
9.545270521249014,4.983903465009575,1
,3.6935109356881006,1
6.246264053794833,5.044454777717949,1
7.3764491048464,5.767354666497637,1
7.802426084121588,4.363529881475539,1
8.596767212344783,3.2386929330871066,1
6.436444496090232,3.415851385375155,1
7.33347772602672,4.772662700779373,1
6.144759037662152,3.082080495833988,1
4.725997720598259,3.644606540888711,1
5.393345914423263,4.633854752317118,1
5.624819996402396,4.355489161530189,1
5.768868031092238,3.0926263788262984,1
,2.7756354336001303,1
5.251353815475827,4.072252323176482,1
7.68878591609137,3.9186731557714785,1
3.681076270548827,3.8930704029978305,1
4.897691706502586,3.8944643329846294,1
5.8427546011896965,4.490392564009722,1
,4.414818909753493,1
5.038316783143259,3.9136957758444706,1
9.96124770904986,3.2465830972284397,1
7.417502636689077,3.3912406668716133,1
,4.4419798358481835,1
5.09993200503465,5.159301248966906,1
3.6331628288625284,3.3495716551359638,1
8.860450853927205,4.677713326887139,1
10.13793228826111,3.8720181587616995,1
9.900814840038255,2.3950021100616565,1
10.26843050116335,4.304689262186712,1
0.22749905020219874,3.545741437567914,1
6.0172609236891335,4.427712282297473,1
7.110845138033223,5.712792127184658,1
6.350290472055328,4.265233067313503,1
8.129341720237186,4.822043563607494,1
10.252816232929478,4.559836218772728,1
5.462355934706153,4.486180492425556,1
9.239440361060407,3.4719711273327922,1
7.071314192217861,4.293726559748635,1
7.11589526567209,3.7360205470554306,1
8.238996596889073,3.089923748952148,1
6.446252031563202,4.976957857871973,1
6.161779499462049,4.003547029108377,1
6.772156537729458,3.82725596122325,1
7.061845519716819,3.958248504440257,1
4.638250258554134,4.124537824896342,1
7.6789668886832025,3.7189815585763064,1
8.137713063107284,2.743866752405663,1
7.481397771916631,4.039976289796705,1
8.082148076453887,3.3734845141195007,1
,4.290393223612015,1
7.70218309918713,4.382159162064481,1
6.75076118602011,2.7777262647509398,1
,4.64936502812178,1
6.323942072569584,3.5750105760990736,1
5.4038836922267075,3.189942299371127,1
5.699873488404511,2.416402097988852,1
7.694264581971543,5.707192759327155,1
8.581428693706043,3.3884482219420073,1
9.888941401311577,3.7501635103444078,1
3.4264503676355647,5.978053939752291,1
8.370440489338627,3.2106354104822326,1
,4.26852451986332,1
8.390500571895505,4.150359337290418,1
7.581944679656733,4.833345773568087,1
9.850054687400437,4.5218361268659555,1
5.225683806899056,3.6957469824917286,1
9.663653196397622,4.741944304660503,1
,5.010163393323611,1
7.935607325113079,3.61965073748165,1
8.928142080209764,4.111101546196108,1
6.920342898512878,3.2662134754089074,1
10.53809844277246,3.823092676110029,1
5.72930291193782,3.5563948119631066,1
5.33568880893353,3.9219763810567607,1
,3.2615917307845526,1
6.769834880813582,3.655789569066617,1
6.848329601322462,3.7322020177545054,1
,3.3082941798432275,1
,4.599572634095484,1
,4.930189986333271,1
8.589202343654149,4.041445670962364,1
8.473649322846748,3.4878163065453514,1
7.591346093540146,4.515150113779176,1
8.137767883092494,5.003825786209145,1
5.352565979714757,4.7791870088188695,1
7.998090253941313,2.626546783770298,1
11.89807802974039,3.024968486584322,1
7.442536475327727,2.191138421703526,1
5.1408005276963324,4.19225744935354,1
,4.626701022502608,1
6.947915533873985,3.685079273135882,1
9.62210598702481,3.975571849056162,1
5.3612116660984634,1.81252893956422,1
4.909518983025118,3.7855066443800336,1
6.376408434486552,5.404045772985421,1
3.9401254598978195,3.4780048078684977,1
6.916825973221457,4.598622246118412,1
9.146557555894002,3.210881938583371,1
10.268414718941344,5.199864588297582,1
8.787667940586466,3.489945595277838,1
7.368768530294821,3.8138812762667715,1
9.352719752960567,3.3982641645653175,1
9.393148441549062,4.665681059368009,1
7.296572875466082,4.67916864329843,1
8.90086469660199,4.518750669722005,1
8.107244312818498,4.688271256294098,1
7.804368873943725,4.075556975063991,1
